complaint_text,category,department,priority,resolution_time_days
"When possible, improve hospital issue at Viman Nagar Pune; issue is low priority now. RefL454",Healthcare,Health Department,Low,7
There is transport style delay in service at Dwarka Delhi due to bus delay. RefM40,Public Transport,Transport Department,Medium,6
There is transport style delay in service at Behala Kolkata due to no electricity. RefM317,Electricity,Electricity Board,Medium,3
"In Gachibowli Hyderabad, dirty is moderate but regular from last 2 days. RefM43",Sanitation & Garbage,Municipal Corporation,Medium,7
"In Indiranagar Bengaluru we have severe power cut for 8 days, please fix urgently. RefH275",Electricity,Electricity Board,High,1
There is transport style delay in service at Sector 21 Gurugram due to hospital issue. RefM216,Healthcare,Health Department,Medium,5
"Vaishali Ghaziabad facing medical problem continuously for 3 days, urgent action needed. RefH118",Healthcare,Health Department,High,3
"When possible, improve certificate not updated at Kakadeo Kanpur; issue is low priority now. RefL280",Government Services,Revenue Department,Low,10
There is transport style delay in service at Patia Bhubaneswar due to no doctor. RefM328,Healthcare,Health Department,Medium,6
"Routine complaint from Anna Nagar Chennai on dumping, not urgent but needs attention. RefL407",Sanitation & Garbage,Municipal Corporation,Low,7
"In Perungudi Chennai, power cut is moderate but regular from last 2 days. RefM296",Electricity,Electricity Board,Medium,6
"Routine complaint from Viman Nagar Pune on bad roads, not urgent but needs attention. RefL333",Roads & Infrastructure,PWD,Low,9
"Perungudi Chennai facing no doctor continuously for 8 days, urgent action needed. RefH188",Healthcare,Health Department,High,1
There is transport style delay in service at Bopal Ahmedabad due to pipeline isssue. RefM66,Water Supply,Municipal Corporation,Medium,5
"Average level medical problem seen in Whitefield Bengaluru, issue pending from 1 days. RefM475",Healthcare,Health Department,Medium,7
"Kankarbagh Patna has pipeline issue sometimes, response is slow and there is delay. RefM465",Water Supply,Municipal Corporation,Medium,6
"Routine complaint from Patia Bhubaneswar on outage, not urgent but needs attention. RefL177",Electricity,Electricity Board,Low,12
"In Banashankari Bengaluru, blackout is moderate but regular from last 1 days. RefM380",Electricity,Electricity Board,Medium,7
"Since 5 days in Miyapur Hyderabad, certificate not updated and service is completely down. RefH315",Government Services,Revenue Department,High,2
"Average level no buses seen in Kankarbagh Patna, issue pending from 1 days. RefM488",Public Transport,Transport Department,Medium,4
"In Rajendra Nagar Patna we have severe water shortage for 3 days, plese fix urgently. RefH157",Water Supply,Municipal Corporation,High,1
"Please improve appointment slot delay in Rajendra Nagar Patna, this is a minor suggestion. RefL161",Government Services,Revenue Department,Low,15
"When possible, improve blackout at Andheri East Mumbai; issue is low priority now. RefL464",Electricity,Electricity Board,Low,11
"Please improve portal status stuck in Gomti Nagar Lucknow, this is a minor suggestion. RefL21",Government Services,Revenue Department,Low,11
"In Noida Sector 62 we have severe no buses for 9 days, please fix urgently. RefH159",Public Transport,Transport Department,High,1
"Since 8 days in T Nagar Chennai, no doctor and service is completely down. RefH384",Healthcare,Health Department,High,1
"verification not completed not working in Kakadeo Kanpur from 7 days, situation is very high impact. RefH385",Government Services,Revenue Department,High,1
"In Thane West we have severe transport issue for 3 days, please fix urgently. RefH75",Public Transport,Transport Department,High,1
"Salt Lake Kolkata facing no water continuously for 3 days, urgent action needed. RefH213",Water Supply,Municipal Corporation,High,3
"Please improve waste in Salt Lake Kolkata, this is a minor suggestion. RefL267",Sanitation & Garbage,Municipal Corporation,Low,14
"Average level token not generated seen in Andheri East Mumbai, issue pending from 1 days. RefM28",Government Services,Revenue Department,Medium,7
"supply problem not working in Kothrud Pune from 6 days, situation is very high impact. RefH430",Water Supply,Municipal Corporation,High,3
"Please improve voltage issue in Viman Nagar Pune, this is a minor suggestion. RefL289",Electricity,Electricity Board,Low,12
"Since 4 days in Ashok Vihar Delhi, dumping and service is completely down. RefH204",Sanitation & Garbage,Municipal Corporation,High,2
"Routine complaint from Shivajinagar Pune on power cut, not urgent but needs attention. RefL2",Electricity,Electricity Board,Low,15
"Viman Nagar Pune has no buses sometimes, response is slow and there is delay. RefM460",Public Transport,Transport Department,Medium,7
"In Adyar Chennai we have severe litter for 8 days, please fix urgently. RefH99",Sanitation & Garbage,Municipal Corporation,High,1
"Average level littering seen in Kondapur Hyderabad, issue pending from 1 days. RefM491",Sanitation & Garbage,Municipal Corporation,Medium,7
"In Bopal Ahmedabad, potholes is moderate but regular from last 2 days. RefM11",Roads & Infrastructure,PWD,Medium,4
"In Behala Kolkata, application pending is moderate but regular from last 2 days. RefM105",Government Services,Revenue Department,Medium,4
There is transport style delay in service at Indiranagar Bengaluru due to water shortage. RefM283,Water Supply,Municipal Corporation,Medium,4
"Small inconvenience in Behala Kolkata because of record mismatch, kindly review. RefL455",Government Services,Revenue Department,Low,12
There is transport style delay in service at Whitefield Bengaluru due to road damage. RefM144,Roads & Infrastructure,PWD,Medium,3
"Gomti Nagar Lucknow facing late buses continuously for 8 days, urgent action needed. RefH369",Public Transport,Transport Department,High,1
"Please improve no doctor in Kankarbagh Patna, this is a minor suggestion. RefL412",Healthcare,Health Department,Low,7
"Average level dumping seen in Howrah Maidan, issue pending from 2 days. RefM8",Sanitation & Garbage,Municipal Corporation,Medium,5
"hospital issue not working in Ameerpet Hyderabad from 6 days, situation is very high impact. RefH496",Healthcare,Health Department,High,2
"In Howrah Maidan, blackout is moderate but regular from last 1 days. RefM135",Electricity,Electricity Board,Medium,5
"When possible, improve no doctor at Shivajinagar Pune; issue is low priority now. RefL307",Healthcare,Health Department,Low,10
"Please improve bus dely in Anna Nagar Chennai, this is a minor suggestion. RefL61",Public Transport,Transport Department,Low,12
"In Gachibowli Hyderabad we have severe token not generated for 4 days, plese fix urgently. RefH112",Government Services,Revenue Department,High,1
"In Saket Delhi we have severe record mismatch for 4 days, please fix urgently. RefH266",Government Services,Revenue Department,High,2
"In Kakadeo Kanpur, token not generated is moderate but regular from last 1 days. RefM273",Government Services,Revenue Department,Medium,6
There is transport style delay in service at Andheri East Mumbai due to pipeline issue. RefM444,Water Supply,Municipal Corporation,Medium,7
There is transport style delay in service at Civil Lines Prayagraj due to no doctor. RefM349,Healthcare,Health Department,Medium,6
"blackout not working in Anna Nagar Chennai from 9 days, situation is very high impact. RefH261",Electricity,Electricity Board,High,3
"When possible, improve no doctor at Shivajinagar Pune; issue is low priority now. RefL426",Healthcare,Health Department,Low,15
"In Karol Bagh Delhi, medical problem is moderate but regular from last 2 days. RefM48",Healthcare,Health Department,Medium,4
"In Noida Sector 62, bus delay is moderate but regular from last 2 days. RefM425",Public Transport,Transport Department,Medium,3
"When possible, improve no buses at Anna Nagar Chennai; issue is low priority now. RefL152",Public Transport,Transport Department,Low,12
"Since 5 days in Kakadeo Kanpur, hospital issue and service is completely down. RefH174",Healthcare,Health Department,High,3
"Since 3 days in Laxmi Nagar Delhi, road damage and service is completely down. RefH452",Roads & Infrastructure,PWD,High,1
"voltage issue not working in Salt Lake Kolkata from 3 days, situation is very high impact. RefH219",Electricity,Electricity Board,High,3
"Average level medical problem seen in Kondapur Hyderabad, issue pending from 2 days. RefM342",Healthcare,Health Department,Medium,7
"Routine complaint from Andheri East Mumbai on water shortage, not urgent but needs attention. RefL45",Water Supply,Municipal Corporation,Low,10
"Ameerpet Hyderabad facing water shortage continuously for 5 days, urgent action needed. RefH73",Water Supply,Municipal Corporation,High,1
"Please improve medical problem in Andheri East Mumbai, this is a minor suggestion. RefL139",Healthcare,Health Department,Low,11
There is transport style dely in service at Karol Bagh Delhi due to bus delay. RefM369,Public Transport,Transport Department,Medium,3
There is transport style delay in service at Civil Lines Prayagraj due to verification not completed. RefM490,Government Services,Revenue Department,Medium,3
"Small inconvenience in Gomti Nagar Lucknow because of medical problem, kindly review. RefL419",Healthcare,Health Department,Low,13
There is transport style delay in service at Civil Lines Prayagraj due to hospital issue. RefM384,Healthcare,Health Department,Medium,4
There is transport style delay in service at Aliganj Lucknow due to medical problem. RefM34,Healthcare,Health Department,Medium,7
"Small inconvenience in Howrah Maidan because of water shortage, kindly review. RefL367",Water Supply,Municipal Corporation,Low,12
"In Kakadeo Kanpur, transport issue is moderate but regular from last 2 days. RefM89",Public Transport,Transport Department,Medium,6
"Andheri East Mumbai facing water shortage continuously for 9 days, urgent action needed. RefH164",Water Supply,Municipal Corporation,High,3
"Hinjewadi Pune facing supply problem continuously for 3 days, urgent action needed. RefH10",Water Supply,Municipal Corporation,High,2
"Average level bad roads seen in Patia Bhubaneswar, issue pending from 1 days. RefM67",Roads & Infrastructure,PWD,Medium,3
"In Behala Kolkata we have severe pipeline isssue for 6 days, please fix urgently. RefH479",Water Supply,Municipal Corporation,High,2
"T Nagar Chennai facing blackout continuously for 7 days, urgent action needed. RefH79",Electricity,Electricity Board,High,3
"Civil Lines Prayagraj facing no doctor continuously for 6 days, urgent action needed. RefH146",Healthcare,Health Department,High,1
"When possible, improve dirty at Viman Nagar Pune; issue is low priority now. RefL71",Sanitation & Garbage,Municipal Corporation,Low,9
"Average level no doctor seen in Vaishali Ghaziabad, isssue pending from 1 days. RefM160",Healthcare,Health Department,Medium,4
"Banashankari Bengaluru facing pipeline issue continuously for 6 days, urgent action needed. RefH185",Water Supply,Municipal Corporation,High,2
There is transport style delay in service at Kondapur Hyderabad due to dumping. RefM470,Sanitation & Garbage,Municipal Corporation,Medium,5
"certificate not updated not working in Kankarbagh Patna from 4 days, situation is very high impact. RefH343",Government Services,Revenue Department,High,1
